18675712	18677759	内蒙古包头市联通
18677760	18718207	内蒙古联通
18718208	18718463	内蒙古赤峰市联通
18718464	18874367	内蒙古联通
18874368	18939903	香港
18939904	19005439	日本东京都港区西新橋NTTPC有限公司
19005440	19136511	台湾省中华电信股份有限公司
19136512	19202047	香港电讯盈科有限公司
19202048	19267583	菲律宾
19267584	19398655	印度
19398656	19726335	澳大利亚
19726336	19791871	北京市万网志成科技有限公司
19791872	19922943	泰国
19922944	20031231	贵州省贵阳市电信
20031232	20031487	贵州省黔西南州兴义市电信
20031488	20036863	贵州省贵阳市电信
20036864	20037119	贵州省黔南州都匀市电信
20037120	20037631	贵州省贵阳市电信
20037632	20054015	贵州省安顺市电信
20054016	20119551	宁夏电信
20119552	20148223	江苏省教育网
20148224	20150271	安徽省滁州市滁州职业技术学院
20150272	20152319	安徽省合肥市合肥师范学院
20152320	20185087	江苏省教育网
20185088	20447231	越南河内
20447232	20455423	黑龙江省鹤岗市联通
20455424	20472319	黑龙江省哈尔滨市联通
20472320	20472575	黑龙江省哈尔滨市依兰县联通
20472576	20479999	黑龙江省哈尔滨市联通
20480000	20512767	黑龙江省牡丹江市联通
20512768	20520959	黑龙江省绥化市联通
20520960	20521215	黑龙江省绥化市望奎县联通
20521216	20528895	黑龙江省绥化市联通
20528896	20529151	黑龙江省绥化市北林区联通
20529152	20537855	黑龙江省齐齐哈尔市联通
20537856	20538111	黑龙江省齐齐哈尔市讷河市联通
20538112	20546047	黑龙江省齐齐哈尔市联通
20546048	20554495	黑龙江省双鸭山市联通
20554496	20562687	黑龙江省齐齐哈尔市联通
20562688	20562943	黑龙江省鸡西市虎林市联通
20562944	20567807	黑龙江省齐齐哈尔市联通
20567808	20568063	黑龙江省鸡西市密山市联通
20568064	20578047	黑龙江省齐齐哈尔市联通
20578048	20578303	黑龙江省鸡西市联通
20578304	20584703	黑龙江省哈尔滨市联通
20584704	20584959	黑龙江省哈尔滨市香坊区联通
20584960	20586495	黑龙江省哈尔滨市联通
20586496	20586751	黑龙江省哈尔滨市道里区联通
20586752	20622591	黑龙江省哈尔滨市联通
20622592	20622847	黑龙江省哈尔滨市五常市联通
20622848	20630015	黑龙江省哈尔滨市联通
20630016	20631807	黑龙江省哈尔滨市双城市联通
20631808	20639743	黑龙江省哈尔滨市联通
20639744	20639999	黑龙江省哈尔滨市双城市联通
20640000	20643839	黑龙江省哈尔滨市联通
20643840	20655871	黑龙江省大庆市联通
20655872	20656127	黑龙江省大庆市萨尔图区联通
20656128	20665599	黑龙江省大庆市联通
20665600	20665855	黑龙江省大庆市肇源县联通
20665856	20676607	黑龙江省大庆市联通
20676608	20709375	黑龙江省佳木斯市联通
20709376	20717567	黑龙江省联通
20717568	20725759	黑龙江省黑河市联通
20725760	20742143	黑龙江省七台河市联通
20742144	20758527	黑龙江省伊春市联通
20758528	20774911	黑龙江省齐齐哈尔市联通
20774912	20785407	黑龙江省绥化市联通
20785408	20785663	黑龙江省绥化市青冈县联通
20785664	20792575	黑龙江省绥化市联通
20792576	20792831	黑龙江省绥化市明水县联通
20792832	20807679	黑龙江省绥化市联通
20807680	20814847	黑龙江省齐齐哈尔市联通
20814848	20815103	黑龙江省齐齐哈尔市依安县联通
20815104	20824063	黑龙江省齐齐哈尔市联通
20824064	20840447	黑龙江省联通
20840448	20847871	黑龙江省哈尔滨市联通
20847872	20848127	黑龙江省哈尔滨市双城市联通
20848128	20850687	黑龙江省哈尔滨市联通
20850688	20854527	黑龙江省哈尔滨市双城市联通
20854528	20877823	黑龙江省哈尔滨市联通
20877824	20878079	黑龙江省哈尔滨市双城市联通
20878080	20878847	黑龙江省哈尔滨市联通
20878848	20879359	黑龙江省哈尔滨市双城市联通
20879360	20883967	黑龙江省哈尔滨市联通
20883968	20884223	黑龙江省哈尔滨市双城市联通
20884224	20899583	黑龙江省哈尔滨市联通
20899584	20899839	黑龙江省哈尔滨市双城市联通
20899840	20905983	黑龙江省哈尔滨市联通
20905984	20909055	黑龙江省鸡西市联通
20909056	20909311	黑龙江省鸡西市虎林市联通
20909312	20914175	黑龙江省鸡西市联通
20914176	20922879	黑龙江省联通
20922880	20923135	黑龙江省大兴安岭地区联通
20923136	20930559	黑龙江省联通
20930560	20938751	黑龙江省大庆市联通
20938752	20950271	黑龙江省绥化市联通
20950272	20950527	黑龙江省绥化市海伦市联通
20950528	20955135	黑龙江省绥化市联通
20955136	20971519	黑龙江省伊春市联通
20971520	21102591	香港电讯盈科有限公司
21102592	21233663	日本
21233664	21495807	山西省电信
21495808	22020095	日本
22020096	22085631	陕西省西安市电信
22085632	22118399	陕西省渭南市电信
22118400	22151167	陕西省汉中市电信
22151168	22159359	陕西省商洛市电信
22159360	22161919	陕西省西安市电信
22161920	22164735	陕西省安康市电信
22164736	22168831	陕西省西安市电信
22168832	22180351	陕西省榆林市电信
22180352	22183935	陕西省西安市电信
22183936	22200319	陕西省宝鸡市电信
22200320	22216766	陕西省西安市电信
22216767	22216767	陕西省西安市青田文化艺术传播有限公司
22216768	22254277	陕西省西安市电信
22254278	22254278	陕西省西安市雁塔区西安外国语大学
22254279	22307386	陕西省西安市电信
22307387	22307387	陕西省西安市莲湖区倩倩网络
22307388	22307532	陕西省西安市电信
22307533	22307533	陕西省西安市莲湖区倩倩网络
22307534	22347821	陕西省西安市电信
22347822	22347822	陕西省西安市临潼区海岸网络
22347823	22352263	陕西省西安市电信
22352264	22352274	陕西省西安市西北大学
22352275	22357473	陕西省西安市电信
22357474	22357474	陕西省西安市BOBO网尚
22357475	22357781	陕西省西安市电信
22357782	22357782	陕西省西安市大世界网吧(徐家庄)
22357783	22360421	陕西省西安市电信
22360422	22360422	陕西省西安市雁塔区逐峰电竞
22360423	22396403	陕西省西安市电信
22396404	22396404	陕西省西安市雁塔区鱼化寨和合轩网吧
22396405	22462719	陕西省西安市电信
22462720	22465535	陕西省渭南市电信
22465536	22495231	陕西省西安市电信
22495232	22527999	陕西省榆林市电信
22528000	22544383	陕西省西安市电信
22544384	22806527	北京市歌华有线
22806528	22872063	北京市电信通
22872064	22937599	北京市电信通(酒仙桥数据中心)
22937600	23068671	北京市成都鹏博士电信传媒集团股份有限公司旗下北京宽带通电信技术有限公司
23068672	24117247	韩国
24117248	24379391	日本东京都港区虎ノ門eAccess有限公司
24379392	24641535	北京市中电华通
24641536	27262975	澳大利亚
27262976	28311551	台湾省台北市中华电信
28311552	28442623	韩国
28442624	28540927	澳大利亚
28540928	28573695	泰国
28573696	28581887	内蒙古电信
28581888	28590079	内蒙古包头市电信
28590080	28606463	内蒙古鄂尔多斯市电信
28606464	28606719	内蒙古乌海市电信
28606720	28655615	内蒙古电信
28655616	28671999	内蒙古包头市电信
28672000	28688383	内蒙古赤峰市电信
28688384	28704767	内蒙古电信
28704768	28708351	内蒙古呼和浩特市电信
28708352	28708607	内蒙古呼和浩特市回民区电信
28708608	28770303	内蒙古呼和浩特市电信
28770304	28775423	内蒙古电信
28775424	28775679	内蒙古赤峰市电信
28775680	28831999	内蒙古电信
28832000	28832255	内蒙古包头市电信
28832256	28835839	内蒙古电信
28835840	28868607	广东省广州市暨南大学
28868608	28901375	广东省广州市教育网
28901376	28925951	广西南宁市广西大学
28925952	28950527	广东省广州市教育网
28950528	28966911	广西桂林市广西师范大学
28966912	29097983	印度
29097984	29100799	黑龙江省联通
29100800	29101055	黑龙江省黑河市联通
29101056	29101311	黑龙江省联通
29101312	29101567	黑龙江省黑河市联通
29101568	29111551	黑龙江省联通
29111552	29111807	黑龙江省双鸭山市宝山区联通
29111808	29130751	黑龙江省联通
29130752	29152255	黑龙江省绥化市联通
29152256	29152511	黑龙江省绥化市青冈县联通
29152512	29163519	黑龙江省绥化市联通
29163520	29179903	黑龙江省哈尔滨市联通
29179904	29229055	黑龙江省联通
29229056	29281791	黑龙江省哈尔滨市联通
29281792	29282047	黑龙江省哈尔滨市双城市联通
29282048	29294591	黑龙江省哈尔滨市联通
29294592	29327359	黑龙江省联通
29327360	29343743	黑龙江省双鸭山市联通
29343744	29360127	黑龙江省联通
29360128	29412351	河南省郑州市电信
29412352	29412607	河南省郑州市荥阳市电信
29412608	29458431	河南省郑州市电信
29458432	29488383	河南省洛阳市电信
29488384	29488639	河南省洛阳市西工区电信
29488640	29491199	河南省洛阳市电信
29491200	29498367	河南省平顶山市电信
29498368	29498623	河南省平顶山市(新华区)电信
29498624	29500671	河南省平顶山市电信
29500672	29500927	河南省平顶山市(新华区)电信
29500928	29515775	河南省平顶山市电信
29515776	29519871	河南省周口市电信
29519872	29523967	河南省驻马店市电信
29523968	29540351	河南省开封市电信
29540352	29556735	河南省安阳市电信
29556736	29573119	河南省新乡市电信
29573120	29582335	河南省焦作市电信
29582336	29582591	河南省焦作市山阳区电信
29582592	29589503	河南省焦作市电信
29589504	29605887	河南省濮阳市电信
29605888	29622271	河南省三门峡市电信
29622272	29630463	河南省许昌市电信
29630464	29634559	河南省三门峡市电信
29634560	29638655	河南省新乡市电信
29638656	29655039	河南省商丘市电信
29655040	29663231	河南省南阳市电信
29663232	29671423	河南省洛阳市电信
29671424	29687807	河南省信阳市电信
29687808	29695999	河南省鹤壁市电信
29696000	29704191	河南省漯河市电信
29704192	29712383	河南省周口市电信
29712384	29720575	河南省驻马店市电信
29720576	29728767	河南省许昌市电信
29728768	29736959	河南省南阳市电信
29736960	29741055	河南省焦作市电信
29741056	29745151	河南省安阳市电信
29745152	29749247	河南省周口市电信
29749248	29753343	河南省漯河市电信
29753344	29818879	河南省郑州市电信
29818880	29822975	河南省周口市电信
29822976	29827071	河南省焦作市电信
29827072	29831167	河南省漯河市电信
29831168	29835263	河南省安阳市电信
29835264	29836287	河南省电信
29836288	29841407	河南省郑州市电信
29841408	29843455	河南省电信
29843456	29851647	河南省新乡市电信
29851648	29859839	河南省驻马店市电信
29859840	29860095	河南省三门峡市卢氏县电信
29860096	29868031	河南省三门峡市电信
29868032	29884415	河南省洛阳市电信
29884416	29949951	台湾省
29949952	30015487	韩国
30015488	30037378	北京市电信
30037379	30037379	北京市首都机场WIFI
30037380	30045695	北京市电信
30045696	30045951	北京市朝阳区电信
30045952	30062656	北京市电信
30062657	30062657	北京市东城区杭州银行股份有限公司北京分行(朝阳门北大街3号第五广场大厦A座)
30062658	30079493	北京市电信
30079494	30079494	北京市电信节点
30079495	30080828	北京市电信
30080829	30080829	北京市电信节点
30080830	30146559	北京市电信
30146560	30171135	贵州省贵阳市电信
30171136	30178047	贵州省贵阳市小河区电信
30178048	30179327	贵州省贵阳市电信
30179328	30189567	贵州省遵义市电信
30189568	30189823	贵州省贵阳市修文县电信
30189824	30195711	贵州省遵义市电信
30195712	30207999	贵州省贵阳市电信
30208000	30210559	贵州省贵阳市云岩区电信
30210560	30212095	贵州省贵阳市电信
30212096	30218751	贵州省遵义市电信
30218752	30219007	贵州省遵义市习水县电信
30219008	30227199	贵州省遵义市电信
30227200	30227455	贵州省贵阳市电信
30227456	30244863	贵州省遵义市电信
30244864	30274047	贵州省电信
30274048	30274303	贵州省毕节地区威宁县电信
30274304	30277631	贵州省电信
30277632	30295807	贵州省黔西南州电信
30295808	30302207	贵州省黔西南州兴义市电信
30302208	30310399	贵州省黔西南州电信
30310400	30343167	贵州省六盘水市电信
30343168	30345983	贵州省黔东南州电信
30345984	30346239	贵州省黔东南州凯里市电信
30346240	30361343	贵州省黔东南州电信
30361344	30361599	贵州省黔东南州凯里市电信
30361600	30375935	贵州省黔东南州电信
30375936	30384895	贵州省电信
30384896	30392319	贵州省安顺市电信
30392320	30408703	贵州省贵阳市电信
30408704	33554431	韩国
33554432	34603007	法国
34603008	34604543	欧盟Akamai科技公司
34604544	34605055	德国Akamai科技公司
34605056	34620415	欧盟Akamai科技公司
34620416	34620927	瑞典Akamai科技公司
34620928	34621439	意大利Akamai科技公司
34621440	34636799	欧盟Akamai科技公司
34636800	34637311	德国Akamai科技公司
34637312	34646527	欧盟Akamai科技公司
34646528	34647551	德国Akamai科技公司
34647552	34648063	欧盟Akamai科技公司
34648064	34648575	欧洲Akamai科技公司CDN网络节点
34648576	34649087	希腊Akamai科技公司
34649088	34659327	欧盟Akamai科技公司
34659328	34660351	希腊Akamai科技公司
34660352	34664447	欧盟Akamai科技公司
34664448	34668543	德国Akamai科技公司
34668544	34673663	欧盟Akamai科技公司
34673664	34674687	德国Akamai科技公司
34674688	34733055	欧盟Akamai科技公司
34733056	34734079	德国Akamai科技公司
34734080	34754559	欧盟Akamai科技公司
34754560	34758655	希腊Akamai科技公司
34758656	34799615	欧洲Akamai科技公司CDN网络节点
34799616	34803711	欧盟Akamai科技公司
34803712	34807807	意大利Akamai科技公司
34807808	34861055	欧盟Akamai科技公司
34861056	34865151	德国Akamai科技公司
34865152	34866175	欧盟Akamai科技公司
34866176	34867199	意大利Akamai科技公司
34867200	34880511	欧盟Akamai科技公司
34880512	34881535	德国Akamai科技公司
34881536	34910975	欧盟Akamai科技公司
34910976	34911231	西班牙Akamai科技公司
34911232	34911743	德国Akamai科技公司
34911744	34911999	奥地利Akamai科技公司
34912000	34912255	英国Akamai科技公司
34912256	34912511	德国Akamai科技公司
34912512	34912767	西班牙Akamai科技公司
34912768	34913279	德国Akamai科技公司
34913280	34930687	欧盟Akamai科技公司
34930688	34938879	德国Akamai科技公司
34938880	34947071	法国Akamai科技公司
34947072	34953215	欧盟Akamai科技公司
34953216	34954751	奥地利Akamai科技公司
34954752	34955263	荷兰Akamai科技公司
34955264	34959359	奥地利Akamai科技公司
34959360	34963455	荷兰Akamai科技公司
34963456	34992127	欧盟Akamai科技公司
34992128	34993151	荷兰Akamai科技公司
34993152	34993663	法国Akamai科技公司
34993664	34993919	奥地利Akamai科技公司
34993920	34994175	德国Akamai科技公司
34994176	34995711	法国Akamai科技公司
34995712	34995967	欧盟Akamai科技公司
34995968	34996223	荷兰Akamai科技公司
34996224	34999295	欧盟Akamai科技公司
34999296	35001343	英国Akamai科技公司
35001344	35002367	法国Akamai科技公司
35002368	35008511	欧盟Akamai科技公司
35008512	35009023	法国Akamai科技公司
35009024	35010303	欧盟Akamai科技公司
35010304	35010559	比利时Akamai科技公司
35010560	35011583	法国Akamai科技公司
35011584	35011839	瑞士Akamai科技公司
35011840	35020799	欧盟Akamai科技公司
35020800	35037183	英国Akamai科技公司
35037184	35054335	法国Akamai科技公司
35054336	35054591	英国Akamai科技公司
35054592	35055103	欧盟Akamai科技公司
35055104	35055871	西班牙Akamai科技公司
35055872	35056127	荷兰Akamai科技公司
35056128	35059199	欧盟Akamai科技公司
35059200	35059711	英国Akamai科技公司
35059712	35060735	欧盟Akamai科技公司
35060736	35061247	英国Akamai科技公司
35061248	35061759	法国Akamai科技公司
35061760	35090431	欧盟Akamai科技公司
35090432	35094527	希腊Akamai科技公司
35094528	35127295	欧盟Akamai科技公司
35127296	35651583	英国
35651584	36700159	意大利
36700160	36812543	阿联酋Etisalat电信
36812544	36814335	阿联酋阿布扎比Etisalat电信
36814336	36863999	阿联酋Etisalat电信
36864000	36880383	阿联酋阿布扎比Etisalat电信
36880384	36962303	阿联酋Etisalat电信
36962304	37224447	以色列
37224448	37486591	乌克兰
37486592	37748735	俄罗斯
37748736	38273023	瑞典
38273024	38797311	哈萨克斯坦
38797312	39059455	葡萄牙
39059456	39321599	希腊
39321600	39583743	沙特阿拉伯
39583744	39845887	俄罗斯
39845888	39911423	英国伯明翰
39911424	40370175	英国
40370176	40894463	丹麦
40894464	41418751	意大利
41418752	41833983	英国
41833984	41834239	英国谢菲尔德
41834240	41943039	英国
41943040	42205183	丹麦
42205184	42467327	哈萨克斯坦
42467328	42991615	西班牙
42991616	43253759	伊朗
43253760	43515903	挪威
43515904	43778047	西班牙
43778048	44040191	意大利
44040192	45088767	德国
45088768	46137343	伊朗
46137344	46661631	意大利
46661632	47710207	德国
47710208	48070655	英国
48070656	48087039	英国谢菲尔德
48087040	48234495	英国
48234496	49283071	意大利
49283072	49807359	德国
49807360	50331647	瑞典
50331648	67108863	美国康涅狄格州费尔菲尔德县费尔菲尔德镇通用电气公司
67108864	67305983	美国科罗拉多州布隆菲尔德市Level3通信股份有限公司
67305984	67306239	美国加利福尼亚州圣克拉拉县山景市谷歌公司
67306240	83886079	美国科罗拉多州布隆菲尔德市Level3通信股份有限公司
83886080	83951615	叙利亚
83951616	83959807	乌克兰
83959808	83961855	西班牙
83961856	83962111	科威特
83962112	83962367	沙特阿拉伯
83962368	83962623	巴林
83962624	83962879	黎巴嫩
83962880	83963135	阿联酋
83963136	83963391	卡塔尔
83963392	83963647	阿曼
83963648	83963903	约旦
83963904	83965951	俄罗斯
83965952	83967999	捷克
83968000	83976191	德国
83976192	83978239	瑞士
83978240	83980287	伊拉克
83980288	83982335	瑞士
83982336	84017151	德国
84017152	84021247	意大利
84021248	84023295	英国
84023296	84025343	西班牙
84025344	84033535	俄罗斯
84033536	84037631	荷兰
84037632	84039679	土耳其
84039680	84041727	西班牙
84041728	84049919	英国
84049920	84082687	罗马尼亚
84082688	84148223	俄罗斯
84148224	84410367	德国
84410368	84434943	俄罗斯
84434944	84443135	意大利
84443136	84451327	黎巴嫩
84451328	84457471	俄罗斯
84457472	84459519	西班牙
84459520	84471807	俄罗斯
84471808	84473855	伊拉克
84473856	84475903	匈牙利
84475904	84545535	德国
84545536	84549631	英国
84549632	84551679	格鲁吉亚
84551680	84557823	德国
84557824	84574207	荷兰
84574208	84576255	法国
84576256	84582399	英国
84582400	84590591	德国
84590592	84592639	荷兰
84592640	84594687	西班牙
84594688	84598783	德国
84598784	84600831	伊拉克
84600832	84602879	英国
84602880	84606975	阿塞拜疆
84606976	84609023	奥地利
84609024	84615167	英国
84615168	84617215	意大利
84617216	84619263	巴勒斯坦
84619264	84621311	德国
84621312	84623359	希腊
84623360	84627455	俄罗斯
84627456	84631551	英国
84631552	84639743	意大利
84639744	84672511	土耳其
84672512	84934655	罗马尼亚
84934656	85196799	俄罗斯
85196800	85262335	立陶宛
85262336	85327871	阿曼
85327872	85360639	伊朗
85360640	85362687	以色列
85362688	85364735	英国
85364736	85366783	德国
85366784	85368831	捷克
85368832	85377023	塞尔维亚
85377024	85385215	伊朗
85385216	85387263	英国
85387264	85389311	瑞典
85389312	85391359	德国
85391360	85393407	荷兰
85393408	85393663	土耳其
85393664	85393919	欧盟
85393920	85394175	德国
85394176	85394431	欧盟
85394432	85394435	法国
85394436	85395711	欧盟
85395712	85395743	英国
85395744	85395967	欧洲
85395968	85396479	欧盟
85396480	85397503	西班牙
85397504	85397511	土耳其
85397512	85401599	欧盟
85401600	85403647	意大利
85403648	85405695	法国
85405696	85407743	俄罗斯
85407744	85409791	芬兰
85409792	85417983	瑞士
85417984	85422079	俄罗斯
85422080	85424127	伊朗
85424128	85426175	土耳其
85426176	85458943	比利时
85458944	85721087	土耳其
85721088	85723135	匈牙利
85723136	85725183	意大利
85725184	85729279	俄罗斯
85729280	85731327	伊朗
85731328	85733375	德国
85733376	85737471	英国
85737472	85753855	德国
85753856	85770239	以色列
85770240	85786623	德国
85786624	85852159	以色列
85852160	86015999	阿联酋
86016000	86018047	保加利亚
86018048	86020095	斯洛文尼亚
86020096	86022143	俄罗斯
86022144	86024191	英国
86024192	86026239	德国
86026240	86028287	摩尔多瓦
86028288	86030335	马其顿
86030336	86032383	德国
86032384	86048767	阿曼
86048768	86114303	丹麦
86114304	86147071	哈萨克斯坦
86147072	86155263	西班牙
86155264	86157311	巴勒斯坦
86157312	86159359	以色列
86159360	86161407	乌克兰
86161408	86163455	意大利
86163456	86171647	伊朗
86171648	86173695	德国
86173696	86175743	荷兰
86175744	86177791	爱沙尼亚
86177792	86179839	列支敦士登
86179840	86224895	俄罗斯
86224896	86226943	荷兰
86226944	86228991	瑞典
86228992	86231039	比利时
86231040	86233087	西班牙
86233088	86235135	罗马尼亚
86235136	86237183	西班牙
86237184	86245375	德国
86245376	86376447	阿曼
86376448	86409215	阿联酋
86409216	86441983	匈牙利
86441984	86474751	法国
86474752	86482943	克罗地亚
86482944	86484991	俄罗斯
86484992	86487039	荷兰
86487040	86489087	英国
86489088	86491135	荷兰
86491136	86493183	波兰
86493184	86495231	俄罗斯
86495232	86497279	西班牙
86497280	86499327	荷兰
86499328	86503423	法国
86503424	86505471	德国
86505472	86507519	英国
86507520	86573055	西班牙
86573056	86638591	罗马尼亚
86638592	86671359	俄罗斯
86671360	86673407	英国
86673408	86675455	德国
86675456	86677503	意大利
86677504	86679551	法国
86679552	86687743	罗马尼亚
86687744	86695935	伊拉克
86695936	86704127	沙特阿拉伯
86704128	86720511	葡萄牙
86720512	86736895	波斯尼亚和黑塞哥维那
86736896	86745087	俄罗斯
86745088	86753279	克罗地亚
86753280	86761471	巴勒斯坦
86761472	86763519	捷克
86763520	86765567	意大利
86765568	86767615	俄罗斯
86767616	86769663	意大利
86769664	86773759	俄罗斯
86773760	86777855	英国
86777856	86779903	阿塞拜疆
86779904	86786047	俄罗斯
86786048	86788095	挪威
86788096	86790143	荷兰
86790144	86794239	土耳其
86794240	86798335	德国
